ABSENCE [('Ost-Berlin', 0.24294942617416382), ('sowjetischen_Streitkraefte', 0.24120886623859406), ('Kriegszeiten', 0.23022602498531342), ('Otto_Grotewohl', 0.22882062196731567), ('DDR-', 0.2279011607170105), ('Frankfurter_Westend', 0.2263510525226593), ('DDR-Regimes', 0.22561179101467133), ('Rabat', 0.22538001835346222), ('DDR-Buerger', 0.224553644657135), ('DDR', 0.22431010007858276)] Abwesenheit 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] letzter 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] letzter 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] letzter 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] zuletzt 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] zuletzt 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] zuletzt 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] zuletzt 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] zuletzt 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] zuletzt 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] zuletzt 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] zuletzt 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] letzter 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] letzter 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] letzter 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] letzter 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] Leisten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] Leisten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] Leisten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] Leisten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] dauern 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] dauern 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] dauern 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] dauern 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] Aushalten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] Aushalten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] Aushalten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] Aushalten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] andauern 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] andauern 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] andauern 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] andauern 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] anhalten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] anhalten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] anhalten 0
Last [('Pharmazie', 0.21089494228363037), ('produzierenden_Gewerbe', 0.2106248140335083), ('sozialversicherungspflichtig_Beschaeftigte', 0.20694264769554138), ('Dekade', 0.20214931666851044), ('chemische_Reaktionen', 0.19346201419830322), ('zentraleuropaeischen', 0.19237717986106873), ('Vermoegenswert', 0.19164523482322693), ('heiligen_Gral', 0.18774910271167755), ('Laendern', 0.18705442547798157), ('Geschaeftsjahren', 0.1851089745759964)] anhalten 0
latency [('798', 0.2408601939678192), ('Hefei', 0.2377522736787796), ('621', 0.22485770285129547), ('entspricht_Bevoelkerungsdichte', 0.22043871879577637), ('2702', 0.21823900938034058), ('2395', 0.21760928630828857), ('knapp_14000', 0.2156701534986496), ('Peso', 0.21479396522045135), ('entsprechend_reichseinheitlichen', 0.2132399082183838), ('Hochgeschwindigkeitszug', 0.2116847187280655)] Latenz 0
latency [('798', 0.2408601939678192), ('Hefei', 0.2377522736787796), ('621', 0.22485770285129547), ('entspricht_Bevoelkerungsdichte', 0.22043871879577637), ('2702', 0.21823900938034058), ('2395', 0.21760928630828857), ('knapp_14000', 0.2156701534986496), ('Peso', 0.21479396522045135), ('entsprechend_reichseinheitlichen', 0.2132399082183838), ('Hochgeschwindigkeitszug', 0.2116847187280655)] Latenz 0
latency [('798', 0.2408601939678192), ('Hefei', 0.2377522736787796), ('621', 0.22485770285129547), ('entspricht_Bevoelkerungsdichte', 0.22043871879577637), ('2702', 0.21823900938034058), ('2395', 0.21760928630828857), ('knapp_14000', 0.2156701534986496), ('Peso', 0.21479396522045135), ('entsprechend_reichseinheitlichen', 0.2132399082183838), ('Hochgeschwindigkeitszug', 0.2116847187280655)] Latenz 0
latency [('798', 0.2408601939678192), ('Hefei', 0.2377522736787796), ('621', 0.22485770285129547), ('entspricht_Bevoelkerungsdichte', 0.22043871879577637), ('2702', 0.21823900938034058), ('2395', 0.21760928630828857), ('knapp_14000', 0.2156701534986496), ('Peso', 0.21479396522045135), ('entsprechend_reichseinheitlichen', 0.2132399082183838), ('Hochgeschwindigkeitszug', 0.2116847187280655)] Latenz 0
latency [('798', 0.2408601939678192), ('Hefei', 0.2377522736787796), ('621', 0.22485770285129547), ('entspricht_Bevoelkerungsdichte', 0.22043871879577637), ('2702', 0.21823900938034058), ('2395', 0.21760928630828857), ('knapp_14000', 0.2156701534986496), ('Peso', 0.21479396522045135), ('entsprechend_reichseinheitlichen', 0.2132399082183838), ('Hochgeschwindigkeitszug', 0.2116847187280655)] Latenzzeit 0
latency [('798', 0.2408601939678192), ('Hefei', 0.2377522736787796), ('621', 0.22485770285129547), ('entspricht_Bevoelkerungsdichte', 0.22043871879577637), ('2702', 0.21823900938034058), ('2395', 0.21760928630828857), ('knapp_14000', 0.2156701534986496), ('Peso', 0.21479396522045135), ('entsprechend_reichseinheitlichen', 0.2132399082183838), ('Hochgeschwindigkeitszug', 0.2116847187280655)] Latenzzeit 0
