ABSENCE [('unnuetzer', 0.32383665442466736), ('lasterhaften', 0.31562933325767517), ('Schreder', 0.3116143047809601), ('Saegewerksbesitzer', 0.3084868788719177), ('unordentlichen', 0.30630046129226685), ('Stappert', 0.3059637248516083), ('Krammel', 0.30497029423713684), ('Thiels', 0.2968589663505554), ('Stanke', 0.2965641915798187), ('Beachtung_schenken', 0.2946451008319855)] Abwesenheit 0
Instant [('Biopsien', 0.2687511146068573), ('Diese_Spechte', 0.2660631835460663), ('Futterstellen', 0.25988221168518066), ('Tagsueber_schlafen', 0.25420230627059937), ('adulten', 0.2518673837184906), ('Schnabelansatz', 0.25172799825668335), ('Adenome', 0.24929578602313995), ('Knochentumoren', 0.24903585016727448), ('Hundebisse', 0.24881505966186523), ('Hautatmung', 0.2481747567653656)] Augenblick 0
Instant [('Biopsien', 0.2687511146068573), ('Diese_Spechte', 0.2660631835460663), ('Futterstellen', 0.25988221168518066), ('Tagsueber_schlafen', 0.25420230627059937), ('adulten', 0.2518673837184906), ('Schnabelansatz', 0.25172799825668335), ('Adenome', 0.24929578602313995), ('Knochentumoren', 0.24903585016727448), ('Hundebisse', 0.24881505966186523), ('Hautatmung', 0.2481747567653656)] Augenblick 0
Instant [('Biopsien', 0.2687511146068573), ('Diese_Spechte', 0.2660631835460663), ('Futterstellen', 0.25988221168518066), ('Tagsueber_schlafen', 0.25420230627059937), ('adulten', 0.2518673837184906), ('Schnabelansatz', 0.25172799825668335), ('Adenome', 0.24929578602313995), ('Knochentumoren', 0.24903585016727448), ('Hundebisse', 0.24881505966186523), ('Hautatmung', 0.2481747567653656)] moment 0
integer [('Wirrungen', 0.2270084023475647), ('erstaunlicher', 0.21442411839962006), ('Harmonischen', 0.2127625048160553), ('Uebervoelkerung', 0.21090412139892578), ('Boersencrashs', 0.2099333256483078), ('bewiesenen', 0.20859506726264954), ('Skandalen', 0.20778201520442963), ('schwacher', 0.20742325484752655), ('Gon', 0.20702986419200897), ('Klassenkoerpertheorie', 0.2041856050491333)] Ganzzahl 0
interim [('strengster', 0.2330763339996338), ('Abgeltung', 0.21879659593105316), ('Verwalters', 0.21584805846214294), ('Zur_Gewaehrleistung', 0.21578878164291382), ('Visums', 0.2155390977859497), ('Einhaltung_Vorschriften', 0.21011097729206085), ('streng_reglementiert', 0.20952948927879333), ('Dienstverpflichtung', 0.20907947421073914), ('Betriebs-', 0.2078900784254074), ('Diplomatenstatus', 0.20776399970054626)] Zwischenzeitlich 0
interim [('strengster', 0.2330763339996338), ('Abgeltung', 0.21879659593105316), ('Verwalters', 0.21584805846214294), ('Zur_Gewaehrleistung', 0.21578878164291382), ('Visums', 0.2155390977859497), ('Einhaltung_Vorschriften', 0.21011097729206085), ('streng_reglementiert', 0.20952948927879333), ('Dienstverpflichtung', 0.20907947421073914), ('Betriebs-', 0.2078900784254074), ('Diplomatenstatus', 0.20776399970054626)] Zwischenzeit 0
interim [('strengster', 0.2330763339996338), ('Abgeltung', 0.21879659593105316), ('Verwalters', 0.21584805846214294), ('Zur_Gewaehrleistung', 0.21578878164291382), ('Visums', 0.2155390977859497), ('Einhaltung_Vorschriften', 0.21011097729206085), ('streng_reglementiert', 0.20952948927879333), ('Dienstverpflichtung', 0.20907947421073914), ('Betriebs-', 0.2078900784254074), ('Diplomatenstatus', 0.20776399970054626)] Interim 0
interlude [('Hauptmann_Koepenick', 0.3083140254020691), ('gerade_geschlossenem', 0.2837454676628113), ('laut_Bericht', 0.27958035469055176), ('dreifluegeligen', 0.27928397059440613), ('MuenchenBerlin_dpa', 0.27702227234840393), ('Truppen_gesprengt', 0.27530530095100403), ('Vorbau', 0.2742578387260437), ('Hofnarr', 0.26835668087005615), ('untere_Teil', 0.26709139347076416), ('Fritzi_Massary', 0.26685118675231934)] Zwischenspiel 0
intermission [('SEPA', 0.2353905886411667), ('Weihnachtsmarktes', 0.23245081305503845), ('Saale-Zeitung', 0.22818787395954132), ('RTL-Dschungelcamp', 0.22798070311546326), ('Skistars', 0.22696073353290558), ('Volkstheaters', 0.22655315697193146), ('Einkaufstour', 0.22634415328502655), ('Karl_Mays', 0.22622570395469666), ('reihe', 0.22466757893562317), ('Sepa', 0.2237662374973297)] Unterbrechung 0
intermission [('SEPA', 0.2353905886411667), ('Weihnachtsmarktes', 0.23245081305503845), ('Saale-Zeitung', 0.22818787395954132), ('RTL-Dschungelcamp', 0.22798070311546326), ('Skistars', 0.22696073353290558), ('Volkstheaters', 0.22655315697193146), ('Einkaufstour', 0.22634415328502655), ('Karl_Mays', 0.22622570395469666), ('reihe', 0.22466757893562317), ('Sepa', 0.2237662374973297)] pause 0
interregnum [('Flughafens_Berlin-Tegel', 0.2819344997406006), ('Empfangsbereich', 0.27110961079597473), ('Eiltempo', 0.2612836956977844), ('FBW', 0.26011568307876587), ('Anstrich', 0.25797906517982483), ('vorlieb_nehmen', 0.25445064902305603), ('Geduld_ueben', 0.25440460443496704), ('neu_angeschafften', 0.2538388967514038), ('warten', 0.25022533535957336), ('wartet', 0.2499164193868637)] pause 0
interregnum [('Flughafens_Berlin-Tegel', 0.2819344997406006), ('Empfangsbereich', 0.27110961079597473), ('Eiltempo', 0.2612836956977844), ('FBW', 0.26011568307876587), ('Anstrich', 0.25797906517982483), ('vorlieb_nehmen', 0.25445064902305603), ('Geduld_ueben', 0.25440460443496704), ('neu_angeschafften', 0.2538388967514038), ('warten', 0.25022533535957336), ('wartet', 0.2499164193868637)] Unterbrechung 0
interregnum [('Flughafens_Berlin-Tegel', 0.2819344997406006), ('Empfangsbereich', 0.27110961079597473), ('Eiltempo', 0.2612836956977844), ('FBW', 0.26011568307876587), ('Anstrich', 0.25797906517982483), ('vorlieb_nehmen', 0.25445064902305603), ('Geduld_ueben', 0.25440460443496704), ('neu_angeschafften', 0.2538388967514038), ('warten', 0.25022533535957336), ('wartet', 0.2499164193868637)] Interregnum 0
Interruption [('verbliebenes', 0.22872769832611084), ('Drechslers', 0.20585764944553375), ('angeschlossenes', 0.20568376779556274), ('Monarchie_Oesterreich-Ungarn', 0.1981433928012848), ('Bonn-Poppelsdorf', 0.1975957751274109), ('Reichsschatzamt', 0.19637157022953033), ('Gelsenkirchener_Bergwerks-AG', 0.19511835277080536), ('Standesherr', 0.19340069591999054), ('Landtagsmandat', 0.19296681880950928), ('Willebrand', 0.19269369542598724)] Unterbrechung 0
Interruption [('verbliebenes', 0.22872769832611084), ('Drechslers', 0.20585764944553375), ('angeschlossenes', 0.20568376779556274), ('Monarchie_Oesterreich-Ungarn', 0.1981433928012848), ('Bonn-Poppelsdorf', 0.1975957751274109), ('Reichsschatzamt', 0.19637157022953033), ('Gelsenkirchener_Bergwerks-AG', 0.19511835277080536), ('Standesherr', 0.19340069591999054), ('Landtagsmandat', 0.19296681880950928), ('Willebrand', 0.19269369542598724)] Unterbrechung 0
interval [('Leinfelden-Echterdingen', 0.25149664282798767), ('Projekts_Stuttgart', 0.2466782033443451), ('Neubaustrecke_Wendlingen–Ulm', 0.23502403497695923), ('getaetigten', 0.23123995959758759), ('Grossprojekten', 0.22971948981285095), ('Netzbetreibern', 0.22882995009422302), ('Frankfurter_Societaet', 0.2286679446697235), ('Grossprojekts', 0.22597143054008484), ('Glasfasernetz', 0.2233446091413498), ('Releases', 0.22165557742118835)] Abstand 0
interval [('Leinfelden-Echterdingen', 0.25149664282798767), ('Projekts_Stuttgart', 0.2466782033443451), ('Neubaustrecke_Wendlingen–Ulm', 0.23502403497695923), ('getaetigten', 0.23123995959758759), ('Grossprojekten', 0.22971948981285095), ('Netzbetreibern', 0.22882995009422302), ('Frankfurter_Societaet', 0.2286679446697235), ('Grossprojekts', 0.22597143054008484), ('Glasfasernetz', 0.2233446091413498), ('Releases', 0.22165557742118835)] Zwischenraum 0
interval [('Leinfelden-Echterdingen', 0.25149664282798767), ('Projekts_Stuttgart', 0.2466782033443451), ('Neubaustrecke_Wendlingen–Ulm', 0.23502403497695923), ('getaetigten', 0.23123995959758759), ('Grossprojekten', 0.22971948981285095), ('Netzbetreibern', 0.22882995009422302), ('Frankfurter_Societaet', 0.2286679446697235), ('Grossprojekts', 0.22597143054008484), ('Glasfasernetz', 0.2233446091413498), ('Releases', 0.22165557742118835)] Intervall 0
interval [('Leinfelden-Echterdingen', 0.25149664282798767), ('Projekts_Stuttgart', 0.2466782033443451), ('Neubaustrecke_Wendlingen–Ulm', 0.23502403497695923), ('getaetigten', 0.23123995959758759), ('Grossprojekten', 0.22971948981285095), ('Netzbetreibern', 0.22882995009422302), ('Frankfurter_Societaet', 0.2286679446697235), ('Grossprojekts', 0.22597143054008484), ('Glasfasernetz', 0.2233446091413498), ('Releases', 0.22165557742118835)] Intervall 0
IOTA [('boese_Geister', 0.2987539768218994), ('beschuetzt', 0.29844793677330017), ('hinabsteigen', 0.28950032591819763), ('Leibern', 0.28724491596221924), ('Todesstrafe_verboten', 0.2858814001083374), ('laengst_vergangenen', 0.2795775532722473), ('heiligen_Staette', 0.2704608142375946), ('unversehrten', 0.27031460404396057), ('Akasha', 0.2694369852542877), ('Manasa', 0.26883354783058167)] Jota 0
Irrational [('Kantons_Aargau', 0.28582146763801575), ('United_Buddy', 0.2840890884399414), ('Personenkomitee', 0.27820172905921936), ('Wiener_Stadtliga', 0.27687695622444153), ('antretende', 0.27548539638519287), ('Erfurter_Unionsparlament', 0.27226895093917847), ('Nationalliga', 0.2706838548183441), ('Zweiten_Republik', 0.2695508301258087), ('gelang_Einzug', 0.2667055130004883), ('Kantons_Luzern', 0.2649455666542053)] irrational 0
Irrational [('Kantons_Aargau', 0.28582146763801575), ('United_Buddy', 0.2840890884399414), ('Personenkomitee', 0.27820172905921936), ('Wiener_Stadtliga', 0.27687695622444153), ('antretende', 0.27548539638519287), ('Erfurter_Unionsparlament', 0.27226895093917847), ('Nationalliga', 0.2706838548183441), ('Zweiten_Republik', 0.2695508301258087), ('gelang_Einzug', 0.2667055130004883), ('Kantons_Luzern', 0.2649455666542053)] irrational 0
Iss [('Code_INSEE', 0.26168379187583923), ('Road_to', 0.25780266523361206), ('geile', 0.2500545084476471), ('Mindestlaenge', 0.24117863178253174), ('Topper', 0.2335641235113144), ('Asterix_Pikten', 0.23236945271492004), ('2859', 0.23063471913337708), ('Katzenstein', 0.2284782975912094), ('2745', 0.22741661965847015), ('Kusatsu', 0.22641299664974213)] ISS 0
jack [('Rivalitaet', 0.2648545503616333), ('Bidau', 0.24083568155765533), ('Kleinadel', 0.238346129655838), ('Pac', 0.23573407530784607), ('westukrainischen', 0.23505058884620667), ('Neugier', 0.23206700384616852), ('Kio', 0.23023369908332825), ('Gemeinschaftsgefuehl', 0.22972995042800903), ('Villenvorort', 0.22922608256340027), ('Adelsfamilien', 0.22883042693138123)] Wagenheber 0
jack [('Rivalitaet', 0.2648545503616333), ('Bidau', 0.24083568155765533), ('Kleinadel', 0.238346129655838), ('Pac', 0.23573407530784607), ('westukrainischen', 0.23505058884620667), ('Neugier', 0.23206700384616852), ('Kio', 0.23023369908332825), ('Gemeinschaftsgefuehl', 0.22972995042800903), ('Villenvorort', 0.22922608256340027), ('Adelsfamilien', 0.22883042693138123)] Bube 0
jack [('Rivalitaet', 0.2648545503616333), ('Bidau', 0.24083568155765533), ('Kleinadel', 0.238346129655838), ('Pac', 0.23573407530784607), ('westukrainischen', 0.23505058884620667), ('Neugier', 0.23206700384616852), ('Kio', 0.23023369908332825), ('Gemeinschaftsgefuehl', 0.22972995042800903), ('Villenvorort', 0.22922608256340027), ('Adelsfamilien', 0.22883042693138123)] Buchse 0
jack [('Rivalitaet', 0.2648545503616333), ('Bidau', 0.24083568155765533), ('Kleinadel', 0.238346129655838), ('Pac', 0.23573407530784607), ('westukrainischen', 0.23505058884620667), ('Neugier', 0.23206700384616852), ('Kio', 0.23023369908332825), ('Gemeinschaftsgefuehl', 0.22972995042800903), ('Villenvorort', 0.22922608256340027), ('Adelsfamilien', 0.22883042693138123)] hans 0
JAR [('Kuechengeraet', 0.23067444562911987), ('lichterloh', 0.21595978736877441), ('scharfem', 0.21536481380462646), ('Warnblinker', 0.21241192519664764), ('schmoren', 0.21074041724205017), ('Ofenrohr', 0.20933975279331207), ('Atemschutzmasken', 0.20684275031089783), ('Winkel', 0.20467694103717804), ('Hebebuehne', 0.20391662418842316), ('Fruehmorgens', 0.20344004034996033)] Glas 0
Joule [('Robert_Schuman', 0.2611590623855591), ('Nevanlinna', 0.2452511042356491), ('Lazaridis', 0.24199925363063812), ('Sozialminister', 0.2364412397146225), ('Nobelpreis_ausgezeichnet', 0.23492231965065002), ('Sokrates', 0.2340763956308365), ('Bergson', 0.23164428770542145), ('Reinhard_Meyer', 0.23041093349456787), ('russischer_Mathematiker', 0.23009970784187317), ('oeffentliche_Arbeiten', 0.22524695098400116)] Joule 0
Jug [('Postkarte', 0.21015219390392303), ('verstecktes', 0.2015122026205063), ('Marsala', 0.20064686238765717), ('Mountain-Bike', 0.20045648515224457), ('Bueroklammer', 0.19917285442352295), ('Sarrebourg', 0.19865979254245758), ('Gutschein', 0.19846761226654053), ('Kaeppele', 0.19807271659374237), ('Oristano', 0.1980697214603424), ('Jahrhundert_zurueckverfolgen', 0.19665738940238953)] Kanne 0
Jug [('Postkarte', 0.21015219390392303), ('verstecktes', 0.2015122026205063), ('Marsala', 0.20064686238765717), ('Mountain-Bike', 0.20045648515224457), ('Bueroklammer', 0.19917285442352295), ('Sarrebourg', 0.19865979254245758), ('Gutschein', 0.19846761226654053), ('Kaeppele', 0.19807271659374237), ('Oristano', 0.1980697214603424), ('Jahrhundert_zurueckverfolgen', 0.19665738940238953)] Krug 0
Jug [('Postkarte', 0.21015219390392303), ('verstecktes', 0.2015122026205063), ('Marsala', 0.20064686238765717), ('Mountain-Bike', 0.20045648515224457), ('Bueroklammer', 0.19917285442352295), ('Sarrebourg', 0.19865979254245758), ('Gutschein', 0.19846761226654053), ('Kaeppele', 0.19807271659374237), ('Oristano', 0.1980697214603424), ('Jahrhundert_zurueckverfolgen', 0.19665738940238953)] Knast 0
KARAT [('job', 0.213224858045578), ('doing', 0.21019622683525085), ('Geschaeftsverbindungen', 0.20471428334712982), ('record', 0.20108851790428162), ('by', 0.19894252717494965), ('duty', 0.1970294564962387), ('took', 0.19448865950107574), ('cant', 0.1933361440896988), ('use_of', 0.19146260619163513), ('did', 0.19126065075397491)] Karat 0
Keg [('Mandate', 0.25900375843048096), ('namentlicher_Abstimmung', 0.25567999482154846), ('Landesraete', 0.2548060119152069), ('Abgeordneten', 0.2546955645084381), ('Mehrheitsverhaeltnisse', 0.252780020236969), ('staerkste_Kraft', 0.25240299105644226), ('Stimmzetteln', 0.24945391714572906), ('Oberlandesgerichte', 0.2487819641828537), ('Regierungsparteien', 0.24542169272899628), ('Wahllokalen', 0.24390652775764465)] Fass 0
Kelvin [('Beyoğlu', 0.24297145009040833), ('Kunstliebhaber', 0.24050386250019073), ('Xantener', 0.23479510843753815), ('besucht', 0.23347288370132446), ('Erkrath', 0.2307562381029129), ('kunstinteressierte', 0.23033912479877472), ('interessierter', 0.22480706870555878), ('besuchen', 0.22145351767539978), ('kulturinteressierte', 0.22138705849647522), ('Partnerstadt', 0.22114701569080353)] Kelvin 0
KETTLE [('eingebrachtes', 0.24977660179138184), ('Ministerrat_DDR', 0.2493240237236023), ('franzoesische_Militaerregierung', 0.2376989722251892), ('abwaegen', 0.23316703736782074), ('Ausbuergerung_Wolf', 0.2330533266067505), ('Liebfrauenberg', 0.23043274879455566), ('Folglich', 0.23020486533641815), ('herausschlagen', 0.23016685247421265), ('Baustopp_verhaengt', 0.22970518469810486), ('Regierungsvorlagen', 0.22863927483558655)] Kessel 0
KETTLE [('eingebrachtes', 0.24977660179138184), ('Ministerrat_DDR', 0.2493240237236023), ('franzoesische_Militaerregierung', 0.2376989722251892), ('abwaegen', 0.23316703736782074), ('Ausbuergerung_Wolf', 0.2330533266067505), ('Liebfrauenberg', 0.23043274879455566), ('Folglich', 0.23020486533641815), ('herausschlagen', 0.23016685247421265), ('Baustopp_verhaengt', 0.22970518469810486), ('Regierungsvorlagen', 0.22863927483558655)] Kochtopf 0
Kilobyte [('Waehlern', 0.21180665493011475), ('Schoenwetter', 0.2092592716217041), ('denjenigen', 0.20422908663749695), ('Breitbach', 0.2006411999464035), ('Festansprache', 0.19860875606536865), ('Weyhers', 0.19782127439975739), ('ehrenamtlichen_Helfern', 0.19270843267440796), ('Anwesenden', 0.19187679886817932), ('Bergzabern', 0.19151879847049713), ('vertretene_Auffassung', 0.19148212671279907)] Kilobyte 0
Kilobyte [('Waehlern', 0.21180665493011475), ('Schoenwetter', 0.2092592716217041), ('denjenigen', 0.20422908663749695), ('Breitbach', 0.2006411999464035), ('Festansprache', 0.19860875606536865), ('Weyhers', 0.19782127439975739), ('ehrenamtlichen_Helfern', 0.19270843267440796), ('Anwesenden', 0.19187679886817932), ('Bergzabern', 0.19151879847049713), ('vertretene_Auffassung', 0.19148212671279907)] Kilobyte 0
Lapse [('Tauchschueler', 0.27491024136543274), ('An-_Abreise', 0.25328877568244934), ('Einsteller', 0.2508373260498047), ('Wasserheilanstalt', 0.2506636381149292), ('Heilanstalten', 0.2477644383907318), ('Stadtlinien', 0.24595870077610016), ('Rasenplaetze', 0.2457984834909439), ('Schulfahrten', 0.2421380579471588), ('Eintrittsgelder', 0.24153068661689758), ('Trolleybuslinien', 0.24148540198802948)] Entgleisung 0
Last [('Billy_Graham', 0.243296280503273), ('Bibelarbeiten', 0.23897714912891388), ('unverzichtbaren', 0.2226613610982895), ('bundesweiter', 0.22217124700546265), ('Trials', 0.22062425315380096), ('C_Stennis', 0.21929796040058136), ('beachteter', 0.21853666007518768), ('Samstag_Sonntag', 0.21495571732521057), ('Sessions', 0.2149256318807602), ('arbeitsfreien', 0.21383297443389893)] letzter 0
Last [('Billy_Graham', 0.243296280503273), ('Bibelarbeiten', 0.23897714912891388), ('unverzichtbaren', 0.2226613610982895), ('bundesweiter', 0.22217124700546265), ('Trials', 0.22062425315380096), ('C_Stennis', 0.21929796040058136), ('beachteter', 0.21853666007518768), ('Samstag_Sonntag', 0.21495571732521057), ('Sessions', 0.2149256318807602), ('arbeitsfreien', 0.21383297443389893)] letzter 0
Last [('Billy_Graham', 0.243296280503273), ('Bibelarbeiten', 0.23897714912891388), ('unverzichtbaren', 0.2226613610982895), ('bundesweiter', 0.22217124700546265), ('Trials', 0.22062425315380096), ('C_Stennis', 0.21929796040058136), ('beachteter', 0.21853666007518768), ('Samstag_Sonntag', 0.21495571732521057), ('Sessions', 0.2149256318807602), ('arbeitsfreien', 0.21383297443389893)] letzter 0
Last [('Billy_Graham', 0.243296280503273), ('Bibelarbeiten', 0.23897714912891388), ('unverzichtbaren', 0.2226613610982895), ('bundesweiter', 0.22217124700546265), ('Trials', 0.22062425315380096), ('C_Stennis', 0.21929796040058136), ('beachteter', 0.21853666007518768), ('Samstag_Sonntag', 0.21495571732521057), ('Sessions', 0.2149256318807602), ('arbeitsfreien', 0.21383297443389893)] letzter 0
Last [('Billy_Graham', 0.243296280503273), ('Bibelarbeiten', 0.23897714912891388), ('unverzichtbaren', 0.2226613610982895), ('bundesweiter', 0.22217124700546265), ('Trials', 0.22062425315380096), ('C_Stennis', 0.21929796040058136), ('beachteter', 0.21853666007518768), ('Samstag_Sonntag', 0.21495571732521057), ('Sessions', 0.2149256318807602), ('arbeitsfreien', 0.21383297443389893)] letzter 0
Last [('Billy_Graham', 0.243296280503273), ('Bibelarbeiten', 0.23897714912891388), ('unverzichtbaren', 0.2226613610982895), ('bundesweiter', 0.22217124700546265), ('Trials', 0.22062425315380096), ('C_Stennis', 0.21929796040058136), ('beachteter', 0.21853666007518768), ('Samstag_Sonntag', 0.21495571732521057), ('Sessions', 0.2149256318807602), ('arbeitsfreien', 0.21383297443389893)] letzter 0
